painting,paintingLabel,height,width,creationYear,countryLabel,materialLabel,authorLabel
http://www.wikidata.org/entity/Q3910087,Saint Mark Preaching in Alexandria,347,770,1500,Италия,холст,Джованни Беллини
http://www.wikidata.org/entity/Q3842770,Madonna and Child with Saint Jerome and Saint Dorothy,60.3,88.9,1518,Великобритания,масляные краски,Тициан
http://www.wikidata.org/entity/Q3907344,Polimnia,116.6,70.5,1457,Италия,панель из тополя,http://www.wikidata.org/.well-known/genid/8e6b36bf5a17091add6464597141c773
http://www.wikidata.org/entity/Q3907344,Polimnia,116.6,70.5,1460,Италия,панель из тополя,http://www.wikidata.org/.well-known/genid/8e6b36bf5a17091add6464597141c773
http://www.wikidata.org/entity/Q3069475,Мужчина и женщина перед кучей экскрементов,23,32,1935,Испания,масляные краски,Жоан Миро
http://www.wikidata.org/entity/Q3035878,Portrait of Don Pedro de Barberana,198.1,111.4,1632,США,масляные краски,Диего Веласкес
http://www.wikidata.org/entity/Q3879257,Pink Nude,66.4,93.3,1935,США,масляные краски,Анри Матисс
http://www.wikidata.org/entity/Q3842770,Madonna and Child with Saint Jerome and Saint Dorothy,60.3,88.9,1518,Великобритания,холст,Тициан
http://www.wikidata.org/entity/Q3685501,Communion of the Apostles (Signorelli),232,220,1512,Италия,масляные краски,Лука Синьорелли
http://www.wikidata.org/entity/Q3910087,Saint Mark Preaching in Alexandria,347,770,1500,Италия,масляные краски,Джентиле Беллини
http://www.wikidata.org/entity/Q3035878,Portrait of Don Pedro de Barberana,198.1,111.4,1632,США,холст,Диего Веласкес
http://www.wikidata.org/entity/Q3879257,Pink Nude,66.4,93.3,1935,США,холст,Анри Матисс
http://www.wikidata.org/entity/Q3685501,Communion of the Apostles (Signorelli),232,220,1512,Италия,панель,Лука Синьорелли
http://www.wikidata.org/entity/Q1131263,Коронование Марии,378,258,1488,Италия,темпера,Сандро Боттичелли
http://www.wikidata.org/entity/Q1131263,Коронование Марии,378,258,1490,Италия,темпера,Сандро Боттичелли
http://www.wikidata.org/entity/Q1131263,Коронование Марии,378,258,1488,Италия,штукатурка,Сандро Боттичелли
http://www.wikidata.org/entity/Q1131263,Коронование Марии,378,258,1490,Италия,штукатурка,Сандро Боттичелли
http://www.wikidata.org/entity/Q3910087,Saint Mark Preaching in Alexandria,347,770,1500,Италия,холст,Джентиле Беллини
http://www.wikidata.org/entity/Q3213794,"Altarpiece from S. Francesco dei Zoccolanti, Matelica",150.5,107.3,1490,Великобритания,золото,Карло Кривелли
http://www.wikidata.org/entity/Q3213794,"Altarpiece from S. Francesco dei Zoccolanti, Matelica",150.5,107.3,1493,Великобритания,золото,Карло Кривелли
http://www.wikidata.org/entity/Q3027583,Eternal Father with cherubim and angels,114,230,1496,Франция,,Пьетро Перуджино
http://www.wikidata.org/entity/Q3907344,Polimnia,116.6,70.5,1457,Италия,холст,http://www.wikidata.org/.well-known/genid/8e6b36bf5a17091add6464597141c773
http://www.wikidata.org/entity/Q3907344,Polimnia,116.6,70.5,1460,Италия,холст,http://www.wikidata.org/.well-known/genid/8e6b36bf5a17091add6464597141c773
http://www.wikidata.org/entity/Q3213794,"Altarpiece from S. Francesco dei Zoccolanti, Matelica",150.5,107.3,1490,Великобритания,панель,Карло Кривелли
http://www.wikidata.org/entity/Q3213794,"Altarpiece from S. Francesco dei Zoccolanti, Matelica",150.5,107.3,1493,Великобритания,панель,Карло Кривелли
http://www.wikidata.org/entity/Q3213794,"Altarpiece from S. Francesco dei Zoccolanti, Matelica",150.5,107.3,1490,Великобритания,темпера,Карло Кривелли
http://www.wikidata.org/entity/Q3213794,"Altarpiece from S. Francesco dei Zoccolanti, Matelica",150.5,107.3,1493,Великобритания,темпера,Карло Кривелли
http://www.wikidata.org/entity/Q3220282,Baptism of Christ,410,265,1500,Италия,масляные краски,Джованни Беллини
http://www.wikidata.org/entity/Q3220282,Baptism of Christ,410,265,1500,Италия,панель,Джованни Беллини
http://www.wikidata.org/entity/Q3863247,Death of Saint Philip Benizi and Resurrection of a Child,362,306,1510,Италия,fresco,Андреа дель Сарто
http://www.wikidata.org/entity/Q3026259,Apollo and Diana Attacking the Children of Niobe,120.65,153.67,1772,США,масляные краски,Жак Луи Давид
http://www.wikidata.org/entity/Q3026259,Apollo and Diana Attacking the Children of Niobe,120.65,153.67,1772,США,холст,Жак Луи Давид
http://www.wikidata.org/entity/Q3925598,Наказание Марсия (картина Тициана),220,204,1573,Чехия,масляные краски,Тициан
http://www.wikidata.org/entity/Q3925598,Наказание Марсия (картина Тициана),220,204,1573,Чехия,холст,Тициан
http://www.wikidata.org/entity/Q2972870,Five Women on the Street,120,90,1913,Германия,масляные краски,Эрнст Людвиг Кирхнер
http://www.wikidata.org/entity/Q3213773,Мадонна во славе,120,65,1469,Италия,панель,Сандро Боттичелли
http://www.wikidata.org/entity/Q3044873,Scenes from the New Testament: Lamentation,300,300,1291,Италия,fresco,Джотто ди Бондоне
http://www.wikidata.org/entity/Q3213773,Мадонна во славе,120,65,1469,Италия,темпера,Сандро Боттичелли
http://www.wikidata.org/entity/Q2972870,Five Women on the Street,120,90,1913,Германия,холст,Эрнст Людвиг Кирхнер
http://www.wikidata.org/entity/Q3221336,Blessing Christ,58,46,1465,Франция,панель из тополя,Джованни Беллини
http://www.wikidata.org/entity/Q3686099,Концерт,63.5,48,1626,Нидерланды,дубовая панель,Рембрандт
http://www.wikidata.org/entity/Q2920183,Благовещение (картина Тициана),403,235,1564,Италия,масляные краски,Тициан
http://www.wikidata.org/entity/Q3853901,Портрет Изабеллы д’Эсте,102,64,1535,Австрия,масляные краски,Тициан
http://www.wikidata.org/entity/Q2920183,Благовещение (картина Тициана),403,235,1564,Италия,холст,Тициан
http://www.wikidata.org/entity/Q3853758,"Тарквиний и Лукреция (картина Тициана, 1515)",83,68,1515,Австрия,панель из тополя,Тициан
http://www.wikidata.org/entity/Q3853901,Портрет Изабеллы д’Эсте,102,64,1535,Австрия,холст,Тициан
http://www.wikidata.org/entity/Q3221336,Blessing Christ,58,46,1465,Франция,масляные краски,Джованни Беллини
http://www.wikidata.org/entity/Q3874247,Отречение Петра (картина Рембрандта),154,169,1660,Нидерланды,масляные краски,Рембрандт
http://www.wikidata.org/entity/Q1213936,Клиника Гросса,243.8,198.1,1875,США,масляные краски,Томас Икинс
http://www.wikidata.org/entity/Q3877895,Noli me tangere (картина Тициана),110.5,91.9,1514,Великобритания,масляные краски,Тициан
http://www.wikidata.org/entity/Q3038406,Doña Joanna the Mad,340,500,1877,Испания,масляные краски,Франсиско Прадилья
http://www.wikidata.org/entity/Q3874247,Отречение Петра (картина Рембрандта),154,169,1660,Нидерланды,холст,Рембрандт
http://www.wikidata.org/entity/Q1213936,Клиника Гросса,243.8,198.1,1875,США,холст,Томас Икинс
http://www.wikidata.org/entity/Q3694749,Merry Company,56.3,70.5,1618,Нидерланды,масляные краски,Виллем Бёйтевех
http://www.wikidata.org/entity/Q3851962,The Mystic Marriage of Saint Catherine,74.2,57.2,1529,Великобритания,масляные краски,Франческо Пармиджанино
http://www.wikidata.org/entity/Q3877895,Noli me tangere (картина Тициана),110.5,91.9,1514,Великобритания,холст,Тициан
http://www.wikidata.org/entity/Q3038406,Doña Joanna the Mad,340,500,1877,Испания,холст,Франсиско Прадилья
http://www.wikidata.org/entity/Q3851962,The Mystic Marriage of Saint Catherine,74.2,57.2,1529,Великобритания,панель,Франческо Пармиджанино
http://www.wikidata.org/entity/Q3694749,Merry Company,56.3,70.5,1618,Нидерланды,холст,Виллем Бёйтевех
http://www.wikidata.org/entity/Q1215604,Источник,163,80,1856,Франция,масляные краски,Жан-Огюст-Доминик Энгр
http://www.wikidata.org/entity/Q3853758,"Тарквиний и Лукреция (картина Тициана, 1515)",83,68,1515,Австрия,масляные краски,Тициан
http://www.wikidata.org/entity/Q3921705,Первые снега Франческо Филиппини,115,80,1889,Италия,масляные краски,Франческо Филиппини
http://www.wikidata.org/entity/Q3214068,Q3214068,109,174,1864,Франция,масляные краски,Charles Marchal
http://www.wikidata.org/entity/Q1215604,Источник,163,80,1856,Франция,масляные краски,Александр Дегофф
http://www.wikidata.org/entity/Q1215604,Источник,163,80,1856,Франция,холст,Жан-Огюст-Доминик Энгр
http://www.wikidata.org/entity/Q3921705,Первые снега Франческо Филиппини,115,80,1889,Италия,холст,Франческо Филиппини
http://www.wikidata.org/entity/Q3214068,Q3214068,109,174,1864,Франция,холст,Charles Marchal
http://www.wikidata.org/entity/Q3873244,Birth of the Virgin with other scenes from her life,220,162,1430,Италия,древесина,Мастер Оссерванца
http://www.wikidata.org/entity/Q1215604,Источник,163,80,1856,Франция,масляные краски,Paul Balze
http://www.wikidata.org/entity/Q1215604,Источник,163,80,1856,Франция,холст,Александр Дегофф
http://www.wikidata.org/entity/Q1215604,Источник,163,80,1856,Франция,холст,Paul Balze
http://www.wikidata.org/entity/Q3226876,Искушение святого Антония,61.8,79.7,1550,Нидерланды,масляные краски,Иероним Босх
http://www.wikidata.org/entity/Q3226876,Искушение святого Антония,61.8,79.7,1550,Нидерланды,панель,Иероним Босх
http://www.wikidata.org/entity/Q3873244,Birth of the Virgin with other scenes from her life,220,162,1430,Италия,темпера,Мастер Оссерванца
http://www.wikidata.org/entity/Q3221339,Christ on the Cross,276,188,1782,Франция,масляные краски,Жак Луи Давид
http://www.wikidata.org/entity/Q1213917,Церковь в Овере,94,74,1890,Франция,масляные краски,Винсент Ван Гог
http://www.wikidata.org/entity/Q3842766,Madonna and Child Enthroned with Saints,43.7,34.3,1430,Италия,древесина,Филиппо Липпи
http://www.wikidata.org/entity/Q3221339,Christ on the Cross,276,188,1782,Франция,холст,Жак Луи Давид
http://www.wikidata.org/entity/Q1213917,Церковь в Овере,94,74,1890,Франция,холст,Винсент Ван Гог
http://www.wikidata.org/entity/Q3686814,The Departure of Saint Florian,76.4,67.2,1510,Италия,масляные краски,Альбрехт Альтдорфер
http://www.wikidata.org/entity/Q3686814,The Departure of Saint Florian,76.4,67.2,1510,Италия,панель,Альбрехт Альтдорфер
http://www.wikidata.org/entity/Q3213801,Madonna of the Rose Garden,124,65,1469,Италия,панель,Сандро Боттичелли
http://www.wikidata.org/entity/Q3213785,Мадонна с младенцем и юным Иоанном Крестителем,74,74,1490,Бразилия,панель,Сандро Боттичелли
http://www.wikidata.org/entity/Q3213801,Madonna of the Rose Garden,124,65,1469,Италия,темпера,Сандро Боттичелли
http://www.wikidata.org/entity/Q3213785,Мадонна с младенцем и юным Иоанном Крестителем,74,74,1490,Бразилия,темпера,Сандро Боттичелли
http://www.wikidata.org/entity/Q1387483,Страшный суд,167,60,1450,Австрия,масляные краски,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,167,60,1506,Австрия,масляные краски,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,167,60,1450,Австрия,панель,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,167,60,1506,Австрия,панель,Иероним Босх
http://www.wikidata.org/entity/Q1235695,Madonna of the Harpies,207,178,1517,Италия,масляные краски,Андреа дель Сарто
http://www.wikidata.org/entity/Q1235695,Madonna of the Harpies,207,178,1517,Италия,панель,Андреа дель Сарто
http://www.wikidata.org/entity/Q1387483,Страшный суд,163,60,1450,Австрия,дуб,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,163,60,1506,Австрия,дуб,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,163.7,127.5,1450,Австрия,дуб,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,163.7,127.5,1506,Австрия,дуб,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,163,60,1450,Австрия,масляные краски,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,163,60,1506,Австрия,масляные краски,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,163,60,1450,Австрия,панель,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,163,60,1506,Австрия,панель,Иероним Босх
http://www.wikidata.org/entity/Q1219357,The Floating Feather,159,144,1680,Нидерланды,масляные краски,Мельхиор де Хондекутер
http://www.wikidata.org/entity/Q1219751,Summer Fun,76,54,1886,Швеция,акварельная краска,Андерс Цорн
http://www.wikidata.org/entity/Q1219357,The Floating Feather,159,144,1680,Нидерланды,холст,Мельхиор де Хондекутер
http://www.wikidata.org/entity/Q1387483,Страшный суд,163.7,127.5,1450,Австрия,масляные краски,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,163.7,127.5,1506,Австрия,масляные краски,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,163.7,127.5,1450,Австрия,панель,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,163.7,127.5,1506,Австрия,панель,Иероним Босх
http://www.wikidata.org/entity/Q1239950,Абсент,920,680,1875,Франция,масляные краски,Эдгар Дега
http://www.wikidata.org/entity/Q1239950,Абсент,920,680,1876,Франция,масляные краски,Эдгар Дега
http://www.wikidata.org/entity/Q1220030,"Старшая сестра (картина Бугро, 1869)",1301.75,971.55,1869,США,масляные краски,Вильям Бугро
http://www.wikidata.org/entity/Q1237596,Vertumnus and Pomona,461,990,1519,Италия,fresco,Понтормо
http://www.wikidata.org/entity/Q1239950,Абсент,920,680,1875,Франция,холст,Эдгар Дега
http://www.wikidata.org/entity/Q1239950,Абсент,920,680,1876,Франция,холст,Эдгар Дега
http://www.wikidata.org/entity/Q1220030,"Старшая сестра (картина Бугро, 1869)",1301.75,971.55,1869,США,холст,Вильям Бугро
http://www.wikidata.org/entity/Q1328065,Портрет Элеоноры Толедской с сыном,115,96,1544,Италия,масляные краски,Аньоло Бронзино
http://www.wikidata.org/entity/Q1328065,Портрет Элеоноры Толедской с сыном,115,96,1544,Италия,панель,Аньоло Бронзино
http://www.wikidata.org/entity/Q1354881,Lienzo de Quauhquechollan,2.45,3.2,1502,Гватемала,биологические пигменты,http://www.wikidata.org/.well-known/genid/fd2b26e5c27f5947b3678c9961e96c79
http://www.wikidata.org/entity/Q1218493,Die große Nacht im Eimer,250,180,1962,Германия,масляные краски,Георг Базелиц
http://www.wikidata.org/entity/Q1237596,Vertumnus and Pomona,461,990,1519,Италия,фреска,Понтормо
http://www.wikidata.org/entity/Q1321055,Tilla Durieux,92.1,73.7,1914,США,масляные краски,Пьер Огюст Ренуар
http://www.wikidata.org/entity/Q1218493,Die große Nacht im Eimer,250,180,1962,Германия,холст,Георг Базелиц
http://www.wikidata.org/entity/Q1321055,Tilla Durieux,92.1,73.7,1914,США,холст,Пьер Огюст Ренуар
http://www.wikidata.org/entity/Q1387483,Страшный суд,167,127.5,1450,Австрия,дуб,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,167,127.5,1506,Австрия,дуб,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,167,127.5,1450,Австрия,масляные краски,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,167,127.5,1506,Австрия,масляные краски,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,167,127.5,1450,Австрия,панель,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,167,127.5,1506,Австрия,панель,Иероним Босх
http://www.wikidata.org/entity/Q1313605,The Emperor Napoleon in His Study at the Tuileries,203.9,125.1,1812,США,масляные краски,Жак Луи Давид
http://www.wikidata.org/entity/Q1245354,Бар в «Фоли-Бержер»,96,130,1882,Великобритания,масляные краски,Эдуард Мане
http://www.wikidata.org/entity/Q1313605,The Emperor Napoleon in His Study at the Tuileries,203.9,125.1,1812,США,холст,Жак Луи Давид
http://www.wikidata.org/entity/Q1387483,Страшный суд,163,127.5,1450,Австрия,дуб,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,163,127.5,1506,Австрия,дуб,Иероним Босх
http://www.wikidata.org/entity/Q1245354,Бар в «Фоли-Бержер»,96,130,1882,Великобритания,холст,Эдуард Мане
http://www.wikidata.org/entity/Q1387483,Страшный суд,163,127.5,1450,Австрия,масляные краски,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,163,127.5,1506,Австрия,масляные краски,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,163,127.5,1450,Австрия,панель,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,163,127.5,1506,Австрия,панель,Иероним Босх
http://www.wikidata.org/entity/Q1217187,Клевета,62,91,1497,Италия,панель,Сандро Боттичелли
http://www.wikidata.org/entity/Q1217187,Клевета,62,91,1497,Италия,темпера,Сандро Боттичелли
http://www.wikidata.org/entity/Q1387483,Страшный суд,163.7,60,1450,Австрия,дуб,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,163.7,60,1506,Австрия,дуб,Иероним Босх
http://www.wikidata.org/entity/Q1240092,Портрет папы Иннокентия X,141,119,1700,Италия,масляные краски,Диего Веласкес
http://www.wikidata.org/entity/Q1240092,Портрет папы Иннокентия X,141,119,1700,Италия,холст,Диего Веласкес
http://www.wikidata.org/entity/Q1387483,Страшный суд,163.7,60,1450,Австрия,масляные краски,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,163.7,60,1506,Австрия,масляные краски,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,163.7,60,1450,Австрия,панель,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,163.7,60,1506,Австрия,панель,Иероним Босх
http://www.wikidata.org/entity/Q1219751,Summer Fun,76,54,1886,Швеция,бумага,Андерс Цорн
http://www.wikidata.org/entity/Q1217288,Искушение святого Антония (триптих Босха),131.5,238,1501,Португалия,масляные краски,Иероним Босх
http://www.wikidata.org/entity/Q1238886,Портрет мужчины в платье с синими рукавами,81.2,66.3,1510,Великобритания,масляные краски,Тициан
http://www.wikidata.org/entity/Q1238886,Портрет мужчины в платье с синими рукавами,81.2,66.3,1510,Великобритания,холст,Тициан
http://www.wikidata.org/entity/Q1387483,Страшный суд,167,60,1450,Австрия,дуб,Иероним Босх
http://www.wikidata.org/entity/Q1387483,Страшный суд,167,60,1506,Австрия,дуб,Иероним Босх
http://www.wikidata.org/entity/Q3373691,Зимний пейзаж с конькобежцами,77.3,131.9,1608,Нидерланды,масляные краски,Хендрик Аверкамп
http://www.wikidata.org/entity/Q1398457,"Фавн, свистящий дрозду",46.5,36,1863,Германия,масляные краски,Арнольд Бёклин
http://www.wikidata.org/entity/Q3373691,Зимний пейзаж с конькобежцами,77.3,131.9,1608,Нидерланды,панель,Хендрик Аверкамп
http://www.wikidata.org/entity/Q3697640,Christ in the Sepulchre with Two Angels,283,330,1445,Италия,fresco,Андреа дель Кастаньо
http://www.wikidata.org/entity/Q3697640,Christ in the Sepulchre with Two Angels,283,330,1447,Италия,fresco,Андреа дель Кастаньо
http://www.wikidata.org/entity/Q3937550,Портрет Джованни делла Вольта с женой и детьми,104.5,138,1547,Великобритания,масляные краски,Лоренцо Лотто
http://www.wikidata.org/entity/Q3698180,Кальвария,52.5,42.5,1475,Бельгия,масляные краски,Антонелло да Мессина
http://www.wikidata.org/entity/Q1398457,"Фавн, свистящий дрозду",46.5,36,1863,Германия,холст,Арнольд Бёклин
http://www.wikidata.org/entity/Q3698180,Кальвария,52.5,42.5,1475,Бельгия,панель,Антонелло да Мессина
http://www.wikidata.org/entity/Q3937550,Портрет Джованни делла Вольта с женой и детьми,104.5,138,1547,Великобритания,холст,Лоренцо Лотто
http://www.wikidata.org/entity/Q1134060,Сусанна и старцы,94,66,1606,Италия,масляные краски,Питер Пауль Рубенс
http://www.wikidata.org/entity/Q3902309,The Piazza San Marco in Venice,141.5,204.5,1723,Испания,масляные краски,Каналетто
http://www.wikidata.org/entity/Q3697640,Christ in the Sepulchre with Two Angels,283,330,1445,Италия,темпера,Андреа дель Кастаньо
http://www.wikidata.org/entity/Q3697640,Christ in the Sepulchre with Two Angels,283,330,1447,Италия,темпера,Андреа дель Кастаньо
http://www.wikidata.org/entity/Q3697640,Christ in the Sepulchre with Two Angels,283,330,1445,Италия,фреска,Андреа дель Кастаньо
http://www.wikidata.org/entity/Q3697640,Christ in the Sepulchre with Two Angels,283,330,1447,Италия,фреска,Андреа дель Кастаньо
http://www.wikidata.org/entity/Q3697640,Christ in the Sepulchre with Two Angels,283,330,1445,Италия,штукатурка,Андреа дель Кастаньо
http://www.wikidata.org/entity/Q3697640,Christ in the Sepulchre with Two Angels,283,330,1447,Италия,штукатурка,Андреа дель Кастаньо
http://www.wikidata.org/entity/Q1134060,Сусанна и старцы,94,66,1606,Италия,холст,Питер Пауль Рубенс
http://www.wikidata.org/entity/Q3902309,The Piazza San Marco in Venice,141.5,204.5,1723,Испания,холст,Каналетто
http://www.wikidata.org/entity/Q3355073,Orange and Yellow,91,71,1956,США,масляные краски,Марк Ротко
http://www.wikidata.org/entity/Q3831651,Liberation of the Woman possessed by the Devil,364,300,1509,Италия,fresco,Андреа дель Сарто
http://www.wikidata.org/entity/Q4006177,Man of Sorrows,84.2,72.5,1532,Бельгия,масляные краски,Мартен ван Хемскерк
http://www.wikidata.org/entity/Q4006177,Man of Sorrows,84.2,72.5,1532,Бельгия,панель,Мартен ван Хемскерк
http://www.wikidata.org/entity/Q3355073,Orange and Yellow,91,71,1956,США,холст,Марк Ротко
http://www.wikidata.org/entity/Q3999110,Annunciation Triptych,86,166,1434,Республика Соединённых провинций,масляные краски,Рогир ван дер Вейден
http://www.wikidata.org/entity/Q1402761,Thun Panorama,7.5,38,1810,Швейцария,,Marquard Wocher
http://www.wikidata.org/entity/Q1402761,Thun Panorama,7.5,38,1961,Швейцария,,Marquard Wocher
http://www.wikidata.org/entity/Q3999110,Annunciation Triptych,86,166,1434,Республика Соединённых провинций,панель,Рогир ван дер Вейден
http://www.wikidata.org/entity/Q3999095,Frari Triptych,115,79,1488,Италия,масляные краски,Джованни Беллини
http://www.wikidata.org/entity/Q3999095,Frari Triptych,115,79,1488,Италия,панель,Джованни Беллини
http://www.wikidata.org/entity/Q1133103,Портрет семьи Вендрамин,206.1,288.5,1540,Великобритания,масляные краски,Тициан
http://www.wikidata.org/entity/Q1133103,Портрет семьи Вендрамин,206.1,288.5,1540,Великобритания,холст,Тициан
http://www.wikidata.org/entity/Q3999095,Frari Triptych,184,46,1488,Италия,масляные краски,Джованни Беллини
http://www.wikidata.org/entity/Q3999095,Frari Triptych,184,46,1488,Италия,панель,Джованни Беллини
http://www.wikidata.org/entity/Q4006302,Urania,123.6,71.9,1450,Италия,,http://www.wikidata.org/.well-known/genid/cb5a2f129e6b7082b9d7ad27ee041f33
http://www.wikidata.org/entity/Q1213160,Погребение,161.7,149.9,1500,Великобритания,масляные краски,Микеланджело
http://www.wikidata.org/entity/Q1213160,Погребение,161.7,149.9,1510,Великобритания,масляные краски,Микеланджело
http://www.wikidata.org/entity/Q3697601,Christ carrying the cross before a kneeling figure,78.3,61.9,1519,Италия,масляные краски,Моретто да Брешиа
http://www.wikidata.org/entity/Q1213160,Погребение,161.7,149.9,1500,Великобритания,панель,Микеланджело
http://www.wikidata.org/entity/Q1213160,Погребение,161.7,149.9,1510,Великобритания,панель,Микеланджело
http://www.wikidata.org/entity/Q3937553,Portrait of Giulia Varano,113,87,1546,Италия,масляные краски,Тициан
http://www.wikidata.org/entity/Q3697601,Christ carrying the cross before a kneeling figure,78.3,61.9,1519,Италия,панель,Моретто да Брешиа
http://www.wikidata.org/entity/Q3937579,James-Jacques-Joseph Tissot (1836–1902),151.4,111.8,1867,Франция,масляные краски,Эдгар Дега
http://www.wikidata.org/entity/Q3889247,Pesaro Altarpiece,262,240,1471,Италия,масляные краски,Джованни Беллини
http://www.wikidata.org/entity/Q3937553,Portrait of Giulia Varano,113,87,1546,Италия,панель,Тициан
http://www.wikidata.org/entity/Q1213160,Погребение,161.7,149.9,1500,Великобритания,темпера,Микеланджело
http://www.wikidata.org/entity/Q1213160,Погребение,161.7,149.9,1510,Великобритания,темпера,Микеланджело
http://www.wikidata.org/entity/Q3889247,Pesaro Altarpiece,262,240,1471,Италия,панель,Джованни Беллини
http://www.wikidata.org/entity/Q3937532,Portrait of Francesco Maria della Rovere,73,64,1502,Австрия,,Джорджоне
http://www.wikidata.org/entity/Q3937579,James-Jacques-Joseph Tissot (1836–1902),151.4,111.8,1867,Франция,холст,Эдгар Дега
http://www.wikidata.org/entity/Q3997723,Transfiguration of Christ,115,152,1478,Италия,масляные краски,Джованни Беллини
http://www.wikidata.org/entity/Q3697653,"Мертвый Христос, поддерживаемый двумя ангелами",83,68,1472,Германия,панель из тополя,Джованни Беллини
http://www.wikidata.org/entity/Q3937461,Portrait of Andrea dei Franceschi,95,70,1532,США,масляные краски,Тициан
http://www.wikidata.org/entity/Q3997723,Transfiguration of Christ,115,152,1478,Италия,панель,Джованни Беллини
http://www.wikidata.org/entity/Q3998985,Карл I с трёх сторон,84.4,99.4,1635,Нидерланды,масляные краски,Антонис ван Дейк
http://www.wikidata.org/entity/Q1133420,Сдача Бреды,307,367,1634,Испания,масляные краски,Диего Веласкес
http://www.wikidata.org/entity/Q1133420,Сдача Бреды,307,367,1635,Испания,масляные краски,Диего Веласкес
http://www.wikidata.org/entity/Q3937461,Portrait of Andrea dei Franceschi,95,70,1532,США,холст,Тициан
http://www.wikidata.org/entity/Q3998985,Карл I с трёх сторон,84.4,99.4,1635,Нидерланды,холст,Антонис ван Дейк
http://www.wikidata.org/entity/Q1213151,Положение во гроб (картина Караваджо),300,203,1600,Ватикан,масляные краски,Караваджо
http://www.wikidata.org/entity/Q1133420,Сдача Бреды,307,367,1634,Испания,холст,Диего Веласкес
http://www.wikidata.org/entity/Q1133420,Сдача Бреды,307,367,1635,Испания,холст,Диего Веласкес
http://www.wikidata.org/entity/Q1170480,Синдики,191.5,279,1662,Нидерланды,масляные краски,Рембрандт
http://www.wikidata.org/entity/Q3454959,Регата в Аржатей,480,750,1872,Франция,масляные краски,Клод Моне
http://www.wikidata.org/entity/Q3889203,Gozzi Altarpiece,312,215,1520,Италия,масляные краски,Тициан
http://www.wikidata.org/entity/Q3889203,Gozzi Altarpiece,312,215,1520,Италия,панель,Тициан
http://www.wikidata.org/entity/Q1213151,Положение во гроб (картина Караваджо),300,203,1600,Ватикан,холст,Караваджо
http://www.wikidata.org/entity/Q1170480,Синдики,191.5,279,1662,Нидерланды,холст,Рембрандт
http://www.wikidata.org/entity/Q3889220,Pala del corpus domini,331,335,1467,Италия,масляные краски,Йос ван Гент
http://www.wikidata.org/entity/Q3889220,Pala del corpus domini,331,335,1474,Италия,масляные краски,Йос ван Гент
http://www.wikidata.org/entity/Q3454959,Регата в Аржатей,480,750,1872,Франция,холст,Клод Моне
http://www.wikidata.org/entity/Q3889220,Pala del corpus domini,331,335,1467,Италия,панель,Йос ван Гент
